user_id,true,raw_pred,adjusted_pred,transition,max_model_probability,model_probability_not_churned,model_probability_vol_churn,model_probability_invol_churn,attempt_count,purchase_count,attempt_failure_rate,attempt_failure_count,attempt_success_count,attempt_active_days,purchase_active_days,activity_days_total,attempt_last_day,purchase_last_day,country_code,subscription_plan,quiz_role,quiz_frustration,attempt_last_card_country,attempt_last_bank_name,attempt_last_card_funding,attempt_last_card_3d_secure_support,attempt_last_cvc_check,attempt_last_failure_code
user_82589458-5924-4944-855b-864a94c60a6d,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8848514877418505,0.0851081886802013,0.8848514877418505,0.0300403235779481,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0003356481481481481,0.0003356481481481481,US,Higgsfield Ultimate,,limited,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_140a6b70-7ff8-4314-aa54-92d5a25a5610,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8845812059946446,0.0158116841456254,0.09960710985973,0.8845812059946446,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,confusing,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_e229b0b0-1ae6-424a-ba31-af072eab5008,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8805210010277742,0.0891846537148755,0.8805210010277742,0.0302943452573502,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.00030092592592592595,0.00030092592592592595,US,Higgsfield Ultimate,,limited,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_56328401-2e8f-4e79-a1e3-d2a6ee6da9d7,invol_churn,vol_churn,vol_churn,invol_churn -> vol_churn,0.8784150700873519,0.0228349030979631,0.8784150700873519,0.0987500268146848,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,JAL MILEAGE BANK,credit,not_supported,pass,
user_fe5ab1f4-8ba6-4643-93a7-34bb740f6950,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8779556072061735,0.8779556072061735,0.1028280118705088,0.0192163809233177,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,inconsistent,us,AMERICAN EXPRESS US CONSUMER,credit,optional,pass,
user_9ab9f7dd-c4ba-455d-a18c-dc94c9d9e4d6,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8755058683720104,0.8755058683720104,0.1028936408771395,0.0216004907508499,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Creator,,other,us,AMERICAN EXPRESS COMPANY,credit,optional,not_provided,
user_d2ecf9ee-90ba-4cd0-9b44-b1a4f501b168,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8748331265336106,0.8748331265336106,0.100216297900333,0.0249505755660564,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,AU,Higgsfield Creator,,inconsistent,au,AMERICAN EXPRESS,credit,optional,pass,
user_29ed423d-ae9b-4401-bd26-0db3b8fe69f5,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8745766251688186,0.0985840620334784,0.8745766251688186,0.026839312797703,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.00024305555555555555,0.00024305555555555555,US,Higgsfield Ultimate,,limited,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_3d92606c-f10b-46e7-a1e7-34ff4dc7d469,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8740790322027738,0.0727597253935652,0.8740790322027738,0.0531612424036609,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0004050925925925926,0.0004050925925925926,US,Higgsfield Ultimate,,confusing,ee,,debit,optional,pass,
user_3ed40d5a-e2f9-41b3-8c27-98b75d745971,not_churned,invol_churn,invol_churn,not_churned -> invol_churn,0.8715535865491193,0.0127612054668564,0.1156852079840242,0.8715535865491193,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_c9399f47-e929-4574-9a49-c7e6e8668e3a,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8709555329862553,0.1028142606600749,0.8709555329862553,0.0262302063536697,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.00030092592592592595,0.00030092592592592595,US,Higgsfield Ultimate,,high-cost,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_69921647-cce0-492f-bf0e-a1d4b5dc107c,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8706945429434451,0.0129317172266413,0.1163737398299134,0.8706945429434451,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_72443183-bf81-4189-95a8-0afd994e7c9a,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8681233832477405,0.0161438662258452,0.115732750526414,0.8681233832477405,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,high-cost,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_9f0d0097-d389-4767-986f-5247bbc56e7c,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8676541242704356,0.1051442967098434,0.8676541242704356,0.0272015790197209,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.00037037037037037035,0.00037037037037037035,US,Higgsfield Ultimate,,confusing,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_0d53255d-58e3-4baf-973a-61cf0e25661b,not_churned,invol_churn,invol_churn,not_churned -> invol_churn,0.8670327262492725,0.0131192806720536,0.1198479930786738,0.8670327262492725,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_66fd3b1b-1893-482b-8eaf-e06435718b91,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.865017558152614,0.865017558152614,0.1101506059959447,0.0248318358514412,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Creator,,other,us,AMERICAN EXPRESS COMPANY,credit,optional,pass,
user_99b5da40-cc79-4f4d-b91f-55613ffed42a,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8645920895841109,0.0150536694615771,0.1203542409543118,0.8645920895841109,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,hard-prompt,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_292f0141-a1c3-41fc-be95-d057ad371eca,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8642979063078134,0.1064764278855179,0.8642979063078134,0.0292256658066687,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.00030092592592592595,0.00030092592592592595,US,Higgsfield Ultimate,,limited,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_56688e8c-df07-4d7e-98e0-9c04f971cfc2,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.863175614183995,0.863175614183995,0.1165590713785646,0.0202653144374404,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,hard-prompt,us,AMERICAN EXPRESS COMPANY,credit,optional,not_provided,
user_fc48b2b4-5e17-41b6-9f27-ee199399d1d7,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8614632643861042,0.0137028143762088,0.1248339212376867,0.8614632643861042,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_07368f93-c910-4893-b7a7-523fda316977,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8611899667768391,0.1088263668530344,0.8611899667768391,0.0299836663701263,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0002662037037037037,0.0002662037037037037,US,Higgsfield Ultimate,,limited,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_2ac4ca17-77b0-4900-bff6-99093da27dea,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8566959464548362,0.1141188692761425,0.8566959464548362,0.0291851842690212,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.00032407407407407406,0.00032407407407407406,US,Higgsfield Ultimate,,limited,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_31d03b83-2e54-4c6d-b8df-da27f7ce7aab,invol_churn,not_churned,not_churned,invol_churn -> not_churned,0.8544776695376082,0.8544776695376082,0.0634031688265021,0.0821191616358895,3.0,2.0,0.3333333333333333,1.0,2.0,2.0,2.0,4.0,13.328738425925925,13.328738425925925,NL,Higgsfield Ultimate,,high-cost,nl,,credit,optional,pass,card_declined
user_964ba4ac-4d9e-4f91-8e76-e3e6b70fe6b2,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8523275889829047,0.8523275889829047,0.0946814905771202,0.0529909204399751,3.0,3.0,0.0,0.0,3.0,3.0,3.0,6.0,11.344513888888889,11.344513888888889,NL,Higgsfield Basic,,high-cost,nl,,credit,optional,not_provided,
user_1fd5dd18-6c24-43d7-a65a-65290fb330d3,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8516736718042381,0.1162729564325787,0.8516736718042381,0.032053371763183,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0004166666666666667,0.0004166666666666667,US,Higgsfield Ultimate,,confusing,ee,"BANCO ITAU, S.A.",debit,optional,pass,
user_df81cb56-f9d7-4289-a442-79639a3dc2b2,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8514687478562928,0.8514687478562928,0.1078829024335342,0.0406483497101731,4.0,4.0,0.0,0.0,4.0,3.0,3.0,6.0,13.865393518518518,13.865393518518518,KR,Higgsfield Ultimate,,confusing,kr,WOORI BANK,debit,optional,not_provided,
user_0cf2e76f-0e60-49e7-872c-d5d1bbc5006e,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8468739723405536,0.8468739723405536,0.1035095333612385,0.0496164942982078,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.001736111111111111,0.001736111111111111,US,Higgsfield Creator,,high-cost,us,NAVY F.C.U.,debit,optional,not_provided,
user_09fd4017-63f1-4e82-b568-0f64304d4388,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8468110786177021,0.0338921085260964,0.1192968128562013,0.8468110786177021,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Basic,,other,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,pass,
user_6b2cf66d-394d-4ffe-91cb-d22c0ccc0034,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8456736259804819,0.8456736259804819,0.0986492502120673,0.0556771238074507,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,AE,Higgsfield Ultimate,,inconsistent,ae,"UNITED BANK, LTD.",credit,optional,not_provided,
user_c921d16c-4165-4d0a-98a6-02932569d0a1,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8455255405887737,0.8455255405887737,0.1214734970526221,0.033000962358604,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,inconsistent,us,"CAPITAL ONE BANK (USA), N.A.",credit,optional,pass,
user_4894af6d-8607-47d2-afdb-4c81e64868f6,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8446712055359247,0.8446712055359247,0.1063961597465718,0.0489326347175035,13.0,13.0,0.0,0.0,13.0,8.0,8.0,16.0,11.11787037037037,11.11787037037037,US,Higgsfield Ultimate,,other,us,"WELLS FARGO BANK, N.A.",debit,optional,not_provided,
user_88fc1894-7360-4c9b-8d67-1a6bd7a744b4,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8441573994472562,0.8441573994472562,0.1113508278993083,0.0444917726534353,3.0,3.0,0.0,0.0,3.0,2.0,2.0,4.0,10.824814814814815,10.824814814814815,AU,Higgsfield Basic,,Inconsistent results,au,,debit,optional,not_provided,
user_51c2dc68-2629-48f9-8a25-6122097bd292,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8420172257735867,0.8420172257735867,0.1250806683003302,0.0329021059260829,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Creator,,inconsistent,us,GRCC,credit,optional,not_provided,
user_ab49679d-1d2b-4ccf-b708-6265b14a06b9,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8401502081594354,0.8401502081594354,0.1253434042801921,0.0345063875603724,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,DE,Higgsfield Creator,,high-cost,de,DEUTSCHE KREDITBANK AKTIENGESELLSCHAFT,credit,optional,pass,
user_129975fd-d7fd-491c-80f7-2b94629c1d9c,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8400203258021739,0.8400203258021739,0.1001155676231969,0.0598641065746291,2.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,9.204525462962962,9.204525462962962,US,Higgsfield Basic,,hard-prompt,us,"WELLS FARGO BANK, N.A.",debit,optional,not_provided,
user_490b7034-f1e2-4352-9a13-7f5cac70ca15,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8395772587661496,0.0180143081212805,0.1424084331125699,0.8395772587661496,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_549f519e-ec91-42a6-a7a9-7bbd48f573aa,not_churned,invol_churn,invol_churn,not_churned -> invol_churn,0.8391380934620892,0.1089311679647168,0.0519307385731937,0.8391380934620892,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,other,sg,STANDARD CHARTERED BANK,debit,optional,pass,
user_36ae87d3-6f6c-48be-8d1f-4108ec6f6e30,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8380225251117641,0.8380225251117641,0.1090767150594559,0.0529007598287799,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,EE,Higgsfield Ultimate,,high-cost,ee,"SWEDBANK, A.S.",credit,optional,pass,
user_49aeb623-0bef-4ca2-8adc-470d7ab52350,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8346105562362877,0.8346105562362877,0.1293399384893501,0.0360495052743622,2.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,10.755891203703703,10.755891203703703,DE,Higgsfield Basic,,high-cost,de,BANK AUDI- AUDI SARADAR GROUP,debit,optional,not_provided,
user_e8b251ea-a25a-4bac-a91e-a912ac156b23,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8332282573760261,0.8332282573760261,0.1247123339124218,0.0420594087115519,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,inconsistent,us,"JPMORGAN CHASE BANK, N.A.",debit,optional,pass,
user_f319d383-c278-4463-befa-01a76a158460,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8312734480278399,0.8312734480278399,0.1259568062478114,0.0427697457243487,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,hard-prompt,us,,credit,optional,pass,
user_07c0b160-07b7-45de-b1c5-d0ffc5b1f4d9,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.830671684376395,0.830671684376395,0.1225673772316551,0.0467609383919498,6.0,6.0,0.0,0.0,6.0,6.0,6.0,12.0,12.919409722222222,12.919409722222222,KR,Higgsfield Ultimate,,,kr,CREDIT MOSCOW BANK,credit,optional,not_provided,
user_d4ae828e-376f-467a-987d-e3998915d3d6,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8293732125805932,0.8293732125805932,0.1116116026095854,0.0590151848098213,3.0,3.0,0.0,0.0,3.0,2.0,2.0,4.0,10.95892361111111,10.95892361111111,AU,Higgsfield Basic,,,au,WESTPAC BANKING CORPORATION,debit,optional,not_provided,
user_0f727bbf-a24a-4612-97e1-176af0f2e0c8,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.828769058753666,0.828769058753666,0.1374401807285744,0.0337907605177595,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,CH,Higgsfield Ultimate,,confusing,ch,"VISECA CARD SERVICES, S.A.",credit,optional,pass,
user_893d401a-3883-495f-b8f3-77aadefdf8b2,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8277709333298577,0.8277709333298577,0.0918359696509456,0.0803930970191967,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,PL,Higgsfield Creator,,other,pl,"ING BANK SLASKI, S.A.",debit,optional,pass,
user_ffd9e2ee-7af3-4ad5-89fb-6f7727dc601a,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8246854465115812,0.8246854465115812,0.1349891536342713,0.0403253998541474,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,limited,us,,credit,optional,not_provided,
user_b5fd4ac6-4259-4f74-a0fb-7f37a1a4f147,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.823970352164294,0.823970352164294,0.1316866612370148,0.0443429865986912,3.0,3.0,0.0,0.0,3.0,3.0,3.0,6.0,6.7271527777777775,6.7271527777777775,US,Higgsfield Ultimate,,high-cost,us,"JPMORGAN CHASE BANK, N.A.",debit,optional,not_provided,
user_b10a3ca0-7c3d-4f5a-95fe-78e6c289602c,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8233895181868323,0.0169761836325003,0.1596342981806672,0.8233895181868323,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_2722cc4c-ace2-4588-9897-c49d1bb6851d,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8233895181868323,0.0169761836325003,0.1596342981806672,0.8233895181868323,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_4724b5b6-71b9-49c6-a1c4-fd75e4bb45c2,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.8233895181868323,0.0169761836325003,0.1596342981806672,0.8233895181868323,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_5698334f-66f7-4a7c-b5f7-8912dddc9a6e,not_churned,invol_churn,invol_churn,not_churned -> invol_churn,0.8233895181868323,0.0169761836325003,0.1596342981806672,0.8233895181868323,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Creator,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_de1bb7c4-661d-42a5-87a6-8d4c310fbded,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.822497274931575,0.822497274931575,0.1437705126121314,0.0337322124562936,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,CA,Higgsfield Creator,,inconsistent,ca,LA FEDERATION DES CAISSES DESJARDINS DU QUEBEC,credit,optional,pass,
user_2a2385ed-4745-4d14-8da8-2efd74587aaf,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8221809403089222,0.8221809403089222,0.14870668652904,0.0291123731620377,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,limited,us,AMERICAN EXPRESS COMPANY,credit,optional,pass,
user_1c87c027-ff10-47ae-b90c-f41cb34b75cd,invol_churn,not_churned,not_churned,invol_churn -> not_churned,0.8208918775149764,0.8208918775149764,0.1264545826264738,0.0526535398585497,2.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,10.669479166666667,10.669479166666667,US,Higgsfield Pro,,inconsistent,us,"JPMORGAN CHASE BANK, N.A.",debit,optional,not_provided,
user_fa604549-1d7f-4aed-9dd3-07c5dafaa081,vol_churn,invol_churn,invol_churn,vol_churn -> invol_churn,0.820545521891304,0.0245098387852574,0.1549446393234384,0.820545521891304,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,JP,Higgsfield Ultimate,,,jp,"JCB INTERNATIONAL CREDIT CARD CO., LTD.",debit,not_supported,unavailable,
user_f2c8bf36-5ea1-4773-a539-76fbfa289343,invol_churn,not_churned,not_churned,invol_churn -> not_churned,0.819939391225356,0.819939391225356,0.1596632035560777,0.0203974052185661,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,inconsistent,us,AMERICAN EXPRESS COMPANY,credit,optional,not_provided,
user_1f501f16-0a6c-4950-abfb-51dc283989e5,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8192302269752113,0.8192302269752113,0.137320740573872,0.0434490324509166,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,GB,Higgsfield Ultimate,,hard-prompt,gb,BARCLAYS BANK PLC,credit,optional,pass,
user_1391193a-10a9-4458-a5e0-7f5e1e15fb1a,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8187526761787809,0.8187526761787809,0.1370397053453042,0.0442076184759148,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Ultimate,,confusing,us,"CHASE BANK USA, N.A.",credit,optional,pass,
user_3f2233d7-6516-4dc0-8771-3ba6975e38f6,not_churned,vol_churn,vol_churn,not_churned -> vol_churn,0.8178094585677422,0.122481374255615,0.8178094585677422,0.0597091671766427,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0003125,0.0003125,US,Higgsfield Ultimate,,hard-prompt,ee,,debit,optional,pass,
user_bb44e625-e345-4a9d-b31f-cdbea0d421a3,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.8170585472046881,0.8170585472046881,0.0888048570887315,0.0941365957065803,3.0,2.0,0.3333333333333333,1.0,2.0,2.0,2.0,4.0,7.096956018518519,7.096956018518519,US,Higgsfield Basic,,other,us,"JPMORGAN CHASE BANK, N.A.",debit,optional,not_provided,card_declined
user_7a1a6844-d2b7-41f8-8fdd-c8999d94d22e,vol_churn,not_churned,not_churned,vol_churn -> not_churned,0.815212574962881,0.815212574962881,0.1314426139881042,0.0533448110490147,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,US,Higgsfield Basic,marketer,,us,AMERICAN EXPRESS COMPANY,credit,optional,pass,
