feature,cohort,value,count,proportion
country_code,test,BJ,1,0.00014285714285714287
country_code,test,MW,1,0.00014285714285714287
country_code,test,MZ,1,0.00014285714285714287
country_code,test,RW,1,0.00014285714285714287
country_code,test,AO,1,0.00014285714285714287
country_code,test,CI,1,0.00014285714285714287
country_code,test,LI,1,0.00014285714285714287
country_code,test,MR,1,0.00014285714285714287
country_code,test,YE,1,0.00014285714285714287
country_code,test,SB,1,0.00014285714285714287
country_code,test,GY,1,0.00014285714285714287
country_code,test,BS,1,0.00014285714285714287
country_code,test,BN,1,0.00014285714285714287
country_code,test,NI,1,0.00014285714285714287
country_code,test,MO,1,0.00014285714285714287
country_code,test,BL,1,0.00014285714285714287
country_code,test,GI,1,0.00014285714285714287
country_code,test,GA,1,0.00014285714285714287
country_code,tuning,US,2796,0.1864
country_code,tuning,IN,881,0.05873333333333333
country_code,tuning,DE,716,0.047733333333333336
country_code,tuning,GB,654,0.0436
country_code,tuning,KR,559,0.03726666666666666
country_code,tuning,BR,553,0.036866666666666666
country_code,tuning,JP,497,0.033133333333333334
country_code,tuning,FR,481,0.03206666666666667
country_code,tuning,TR,449,0.029933333333333333
country_code,tuning,UA,400,0.02666666666666667
country_code,tuning,IT,388,0.025866666666666666
country_code,tuning,ES,385,0.025666666666666667
country_code,tuning,CA,382,0.025466666666666665
country_code,tuning,KZ,366,0.0244
country_code,tuning,PL,271,0.01806666666666667
country_code,tuning,AU,233,0.015533333333333333
country_code,tuning,AE,226,0.015066666666666667
country_code,tuning,NL,221,0.014733333333333333
country_code,tuning,MX,216,0.0144
country_code,tuning,VN,198,0.0132
country_code,tuning,CO,192,0.0128
country_code,tuning,ID,127,0.008466666666666667
country_code,tuning,RO,116,0.007733333333333333
country_code,tuning,CH,109,0.007266666666666667
country_code,tuning,SA,109,0.007266666666666667
country_code,tuning,AR,104,0.006933333333333333
country_code,tuning,IL,103,0.006866666666666667
country_code,tuning,HK,100,0.006666666666666667
country_code,tuning,CZ,97,0.006466666666666667
country_code,tuning,AT,96,0.0064
country_code,tuning,KG,94,0.006266666666666667
country_code,tuning,PH,90,0.006
country_code,tuning,UZ,86,0.005733333333333333
country_code,tuning,SG,84,0.0056
country_code,tuning,PK,82,0.0054666666666666665
country_code,tuning,GE,81,0.0054
country_code,tuning,CL,81,0.0054
country_code,tuning,PT,81,0.0054
country_code,tuning,EG,77,0.0051333333333333335
country_code,tuning,RS,75,0.005
country_code,tuning,BG,71,0.004733333333333333
country_code,tuning,PE,68,0.004533333333333334
country_code,tuning,SE,67,0.0044666666666666665
country_code,tuning,BE,61,0.004066666666666666
country_code,tuning,TH,59,0.003933333333333333
country_code,tuning,BY,59,0.003933333333333333
country_code,tuning,RU,58,0.0038666666666666667
country_code,tuning,MY,58,0.0038666666666666667
country_code,tuning,MA,57,0.0038
country_code,tuning,SK,57,0.0038
country_code,tuning,CN,52,0.0034666666666666665
country_code,tuning,NG,51,0.0034
country_code,tuning,SI,50,0.0033333333333333335
country_code,tuning,TW,49,0.003266666666666667
country_code,tuning,DK,47,0.0031333333333333335
country_code,tuning,EC,46,0.0030666666666666668
country_code,tuning,HU,43,0.0028666666666666667
country_code,tuning,NO,41,0.0027333333333333333
country_code,tuning,FI,41,0.0027333333333333333
country_code,tuning,GR,39,0.0026
country_code,tuning,EE,38,0.002533333333333333
country_code,tuning,AM,36,0.0024
country_code,tuning,IQ,36,0.0024
country_code,tuning,ZA,35,0.0023333333333333335
country_code,tuning,DO,35,0.0023333333333333335
country_code,tuning,LV,35,0.0023333333333333335
country_code,tuning,CY,34,0.002266666666666667
country_code,tuning,LT,34,0.002266666666666667
country_code,tuning,MD,32,0.0021333333333333334
country_code,tuning,BD,31,0.0020666666666666667
country_code,tuning,TJ,31,0.0020666666666666667
country_code,tuning,AZ,31,0.0020666666666666667
country_code,tuning,KW,30,0.002
country_code,tuning,LB,30,0.002
country_code,tuning,IE,29,0.0019333333333333333
country_code,tuning,JO,27,0.0018
country_code,tuning,NZ,24,0.0016
country_code,tuning,QA,22,0.0014666666666666667
country_code,tuning,HR,20,0.0013333333333333333
country_code,tuning,VE,20,0.0013333333333333333
country_code,tuning,DZ,20,0.0013333333333333333
country_code,tuning,GT,20,0.0013333333333333333
country_code,tuning,LK,19,0.0012666666666666666
country_code,tuning,UY,18,0.0012
country_code,tuning,BH,18,0.0012
country_code,tuning,KE,17,0.0011333333333333334
country_code,tuning,PY,16,0.0010666666666666667
country_code,tuning,PR,15,0.001
country_code,tuning,MN,14,0.0009333333333333333
country_code,tuning,MT,12,0.0008
country_code,tuning,KH,11,0.0007333333333333333
country_code,tuning,ME,11,0.0007333333333333333
country_code,tuning,HN,11,0.0007333333333333333
country_code,tuning,TN,11,0.0007333333333333333
